ID,FINAL_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,DEMARCHI2007_ID,DEMARCHI2007_VARTYPE,DEMARCHI2007_MEMBER,VARIABILITY_TYPE,MEMBER,CMD,PERIOD,Peph,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,P0eph,T0eph,LINK,SOURCEID,FREQUENCY,PMRA,PMRAERR,PMDEC,PMDECERR,PLX,PLXERR,zero_point_plx,GMAG,BP_RP,J_M,H_M,K_M,B,BERR,V,VERR,I,IERR,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,USED_SPEC,Teff,logg,Rv,Fe/H,proj_ref_astroserver,HECTOSPEC,ESO,LAMOST,SDSS,APOGEE,INT,XT_LINK,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_LIX,CLASS,RV,RVERR,TEFF,RV_APG,RVSCT_APG,TEFF_APG,T_HYDRA,RV_HYDRA,RV_HYDRA_ER,RV_WIYN,VRAD,VRAD_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D-NF,P4D-NF,P3D-NF,MEMBER_STATUS,PROB_GAUDIN,P5D-PM-POS-PLX,TYPE_SACHS,POPULATION_STUDY_SACHS,VSTAR_SACHS,SACHS_NOTES,OTHER_ID,REF_SACHS
321,?,,nokic,new detection,19 20 32.774 +37 43 23.77,,,,,?,?,RGB,0.153115,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_321.png,https://drive.google.com/file/d/1O_qh0P6ackBnomx9LSC1wB7ZOocuTn8Y/view?usp=sharing,https://drive.google.com/file/d/14XlHNWt2rJm56aeBiyO7Z0OjqS3o3qV4/view?usp=sharing,19:20:32.39 +37:43:21.9,290.1349583,37.72275,5.93,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1349583333333%2037.72275,,6.531038762,,,,,,,,,,null,null,null,23.918,0.229,22.777,0.117,21.286,0.0556,15.7868,0.000607,14.7963,0.002544,14.4133,0.001832,14.2042,0.00167,14.0706,0.003855,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,,,,?,,0,,,,,,
322,Rotational,2436635,17lc,,V* V564 Lyr,Gaia EDR3 2051287139470009088,,,,rotating,field,RGB,1.169966699,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_322.png,https://drive.google.com/file/d/1J5P6lFK_MHDEuq7O73S0XGLabMBChSrs/view?usp=sharing,https://drive.google.com/file/d/1ZKyTiBMyoSsq1Zpqeg29BxZYLK8mbd7y/view?usp=sharing,19:20:39.81 +37:43:54.2,290.165875,37.73172222,4.08,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.165875%2037.73172222222223,2051287139470009088,0.8547251821,3.299357239,0.02924138,1.651135653,0.033165503,1.331465567,0.02924899,-0.027746,15.989394,1.5295229,14.007,13.401,13.216,17.313,0.0069,16.222,0.0022,14.872,0.001,16.9061,0.009054,15.9531,0.014454,15.5485,0.011991,15.2705,0.008685,15.1229,0.004103,LAMOST,4445(291),4.09(45),-76(6),-0.32(27),,HECTOSPEC,,http://dr6.lamost.org/spectrum/view?obsid=664016217,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,1.63E-190,,1.09E-238,3.94E-129,1.26E-243,field,,0,RotV*,,,V* |EB*|Ro*|*iC|*iC|IR |*,,
323,Rotational,2436767,nodata,,V* V602 Lyr,Gaia EDR3 2051287242549232384,V94,LON,90,rotating,cluster,MS,12.322003,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_323.png,https://drive.google.com/file/d/1J5P6lFK_MHDEuq7O73S0XGLabMBChSrs/view?usp=sharing,https://drive.google.com/file/d/1PEXcW1ZIhUNWuvP8GkE30nkSLuUOZAL0/view?usp=sharing,19:20:42.50 +37:44:36.8,290.1770833,37.74355556,3.12,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1770833333333%2037.743555555555545,2051287242549232384,0.08115563679,-0.3863819854,0.057219584,-2.37440967,0.066252984,0.2478378526,0.056480363,-0.027453,17.308626,1.0835667,16.015,15.743,15.453,18.433,0.0018,17.543,0.0004,16.607,0.0005,17.5496,0.002904,17.064,0.001927,16.8943,0.00389,16.8264,0.002787,16.7781,0.007516,HECTOSPEC,5790(40),3.891(30),-55(4),0.082(0.152),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/WICYX3_102_XZR329_ID323_219_7_4_1_55_13_73_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.9987084461,0.9983916614,0.9969705442,0.9764986566,0.9519063098,0.9807611182,cluster,1,0.9987084461,BYDra,,,V* |BY*|*iC|*iC,,
324,Rotational,2436959,nodata,,Cl* NGC 6791 ATT 60,Gaia EDR3 2051287066449464064,03079_9,RO1,93,rotating,cluster,MS,2.648763,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_324.png,https://drive.google.com/file/d/1BAxBY7f0blWHOJaC6LAIFA8bUyMQN6dO/view?usp=sharing,https://drive.google.com/file/d/1yX0XNzI_QjOpB_GR47oDwNxPeJRY3ta2/view?usp=sharing,19:20:46.30 +37:45:17.3,290.1929167,37.75480556,1.96,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1929166666667%2037.75480555555556,2051287066449464064,0.3775347209,-0.2794816565,0.15707958,-1.937067165,0.18224709,-0.03276178018,0.15191323,-0.01745,18.851864,1.4221363,null,null,null,20.405,0.0024,19.299,0.0017,17.959,0.0007,19.7488,0.026594,18.8388,0.008307,18.5015,0.013989,18.2962,0.004713,18.2067,0.02034,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,0.469105184,0.9864942517,0.465093077,cluster,,0,*inCl,,,*iC,,
325,Rotational,,nokic,,V* V606 Lyr,Gaia EDR3 2051287066448488192,V84,CST,m,rotating,field,MS,1.62083,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_325.png,https://drive.google.com/file/d/1FImmoSKY2XWizSIQ6s26FYfrYjrSjuKp/view?usp=sharing,https://drive.google.com/file/d/1MNiAwiQ-XlJAjvm8IiyxzCwxyaZX5AJu/view?usp=sharing,19:20:47.71 +37:44:58.2,290.1987917,37.7495,1.88,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1987916666667%2037.7495,2051287066448488192,0.6169678498,-0.7521412112,0.19421606,-2.679581683,0.23879457,0.5116290218,0.19203137,-0.02124,19.278503,1.4652748,null,null,null,20.97,0.0043,19.745,0.0014,18.355,0.001,20.2955,0.102764,19.4242,0.010724,19.0104,0.029257,18.6905,0.017208,18.5868,0.030375,HECTOSPEC,4660(30),4.990(34),-332(4),0.452(0.070),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/YVPIIS_105_XZR329_ID325_137_5_13_2_10_9_122_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.003714135196,0.9017383668,0.002038808209,0.008714109731,0.2510579117,0.010332313,field,,0.003714135196,EllipVar,,,V* |*iC|*iC|El*,,
326,Binary,2437038,17lc,,V* V519 Lyr,Gaia EDR3 2051287070750548736,,,,contact,field,BS/RGB,0.2676784873,0.2676782748,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_326.png,https://drive.google.com/file/d/1c-n2BUgLXDck9XT2ylnLtAJjvuoFBa-_/view?usp=sharing,https://drive.google.com/file/d/1NOizgGmvThgCZYWfZcvFt3atKPOR8yKs/view?usp=sharing,19:20:47.60 +37:44:31.7,290.1983333,37.74213889,2.23,0.267678275(46),2454964.58218(14) ,http://aladin.u-strasbg.fr/AladinLite/?target=290.1983333333333%2037.74213888888889,2051287070750548736,3.735825056,-3.737588252,0.06716636,-3.601951253,0.07428541,0.3443816545,0.068806246,-0.025027,16.14894,1.1199989,14.454,13.913,13.8,17.208,0.0266,16.321,0.0051,15.306,0.0048,20.1919,0.035823,19.1966,0.01842,18.7575,0.013293,18.5639,0.009141,18.4056,0.015774,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,5941.5073,nan,nan,nan,,,,,,,nan,1.33E-157,2.09E-123,2.45E-158,3.01E-124,1.53E-114,8.74E-121,field,,1.33E-157,EB*WUMa,,,V* |EB*|WU*|*iC|*iC|* |Er*|IR,,WUMa wtype https://iopscience.iop.org/article/10.3847/0004-6256/152/6/158/pdf
327,Rotational,2437292,nodata,,V* V612 Lyr,Gaia EDR3 2051292980625560448,V14,RO1,0,rotating,field,MS,5.50512,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_327.png,https://drive.google.com/file/d/1KI_j0SYN0KW0LFE0tW0jo9N-ZePsx5-O/view?usp=sharing,https://drive.google.com/file/d/1z-hT_ukOWP1rCxhB0WN7A9QAbCIBjj1W/view?usp=sharing,19:20:51.66 +37:45:24.5,290.21525,37.75680556,0.95,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.21525%2037.756805555555566,2051292980625560448,0.181649083,-3.970692568,0.11112111,-5.972690867,0.13253936,0.103831898,0.11198214,-0.021248,18.356346,1.2347298,16.815,16.582,16.312,19.542,0.0061,18.61,0.0009,17.544,0.001,19.0454,0.010743,18.3659,0.009601,18.0987,0.014034,17.9427,0.006931,17.8759,0.010964,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,3.59E-203,,1.74E-217,5.33E-195,3.56E-213,field,,0,EllipVar,,,IR |V* |El*|*iC|*iC|*,,
328,Binary,2437452,1sc/17lc,,V* V567 Lyr,Gaia EDR3 2051292907615354240,V20,CST,m,eclipsing,field,MS,14.47008,14.46993575,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_328.png,https://drive.google.com/file/d/1vpiIHvtDxGquuELfMHTyRlqkUXL904uR/view?usp=sharing,https://drive.google.com/file/d/1USKZt6w_NOW3emtHo3SJ_Ovy8gvlOAmP/view?usp=sharing,19:20:54.28 +37:45:34.7,290.2261667,37.75963889,0.79,14.4699358(24),2454974.81692(14) ,http://aladin.u-strasbg.fr/AladinLite/?target=290.22616666666664%2037.75963888888889,2051292907615354240,0.06910811827,-1.095536257,0.22247186,-1.620245222,0.23502766,0.2127569411,0.21433625,-0.024139,17.28601,1.1041756,15.514,15.057,15.076,18.28,0.0017,17.339,0.0005,16.356,0.0006,18.5679,0.079245,18.0498,0.040153,17.603,0.021197,17.5641,0.015735,17.467,0.00872,ESO,5300(80),4.203(32),-92.24(45),-1.679(0.102),https://astroserver.org/tracking/E2WRQ5.php,,https://xtgrid.astroserver.org/4WX8WE_304_E2WRQ5_328_ADP_2019-04-30T11_22_50_759_trim_dat.php?ref=E2WRQ5,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,1.32E-07,,6.17E-08,1.14E-07,2.31E-08,field,,0,EB*Algol,,,IR |Al*|*iC|V* |EB*|*,,
329,Rotational,2437574,nodata,,V* V619 Lyr,Gaia EDR3 2051293014985313792,V98,CST,m,rotating,field,MSTO,11.683262,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_329.png,https://drive.google.com/file/d/1Z24vEjJ6w9-fESgpkeUxWkYBZ0aEZH40/view?usp=sharing,https://drive.google.com/file/d/19WiIfqMZllqwQI8hIzDtEznGz0De7YwP/view?usp=sharing,19:20:56.45 +37:45:38.5,290.2352083,37.76069444,1.09,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.23520833333333%2037.760694444444454,2051293014985313792,0.085592534,-0.5098696247,0.07475831,-1.702814015,0.09205915,0.09768067637,0.08051852,-0.026798,17.183187,1.1035709,15.424,14.975,14.767,18.813,0.004,17.872,0.0005,16.891,0.0005,18.5679,0.079245,18.0498,0.040153,17.603,0.021197,17.5641,0.015735,17.467,0.00872,HECTOSPEC,5500(60),4.101(18),-46(4),-0.064(0.069),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/4O4CV8_102_XZR329_ID329_092_7_2_0_24_59_177_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,5424,nan,nan,nan,,,,,,,nan,,0.6294658197,,0.1237036998,0.07424982869,0.1138056606,field,,0,EllipVar,,,V* |IR |*iC|El*,,
330,Rotational,2437469,nodata,new detection,Gaia EDR3 2051293014985313152,Gaia EDR3 2051293014985313152,,,,rotating,field,?,9.846489,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_330.png,https://drive.google.com/file/d/1sDuqb-qC18dpK00WPIPCjYnjiXp0mAxo/view?usp=sharing,https://drive.google.com/file/d/15XoR2ZrV5s9p_kGVa0FBXpIWdrg2kA1Q/view?usp=sharing,19:20:54.72 +37:46:03.1,290.228,37.76752778,0.50,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.228%2037.76752777777778,2051293014985313152,0.101559043,-0.6940808696,0.24018359,-2.553323782,0.23392016,0.02537555572,0.22533566,-0.018953,19.161192,nan,null,null,null,20.819,0.0034,19.628,0.0006,18.2,0.0006,20.4027,0.040727,19.4525,0.010305,19.0463,0.010078,18.9137,0.015687,18.7481,0.02085,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,0.985205787,,0.4858542593,0.6132095947,0.4646053118,field,,0,,,,,,
331,Pulsating,2437317,17lc,,V* V566 Lyr,Gaia EDR3 2051292976324527232,,,,semi-regular,cluster,RGB,36.28512829,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_331.png,https://drive.google.com/file/d/1ogtpAmP8C6nF_wFzYQsfJ-etCbBp0FCs/view?usp=sharing,https://drive.google.com/file/d/1FDIOCOkrTiz84mxhL9_eUTLZKFn0Dve4/view?usp=sharing,19:20:52.35 +37:45:50.6,290.218125,37.76405556,0.48,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.218125%2037.764055555555565,2051292976324527232,0.02755950019,-0.5096635402,0.019681538,-2.209994268,0.02257313,0.2149920791,0.020075832,-0.029398,14.938999,1.5161619,12.878,12.271,12.097,16.603,0.0033,15.395,0.0029,13.906,0.0016,15.8986,0.019158,14.9419,0.017171,14.5049,0.021114,14.276,0.016493,14.1639,0.004487,,,,,,,,,,,,,,,,,,,,,,5002,,nan,nan,nan,nan,nan,nan,,,,10,10,,0.26,0.9986351297,0.998565453,0.9971461161,0.9762758093,0.9273323967,0.9821283609,cluster,1,0.9986351297,BYDra,RGB - RotV*,RS-CVn,V* |BY*|IR |*iC|ev |* |Ro*|*,,
332,Pulsating,2436900,17lc,,KIC 2436900,Gaia EDR3 2051287070750544128,,,,solar-like,cluster,RGB,1.17,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_332.png,https://drive.google.com/file/d/1gU6Vf95ftGKXRJ9kTSR8_Orcdr7nmDWj/view?usp=sharing,https://drive.google.com/file/d/15uk0aGB1VwT8L2sKCT_oMuW0kJwKfB7t/view?usp=sharing,19:20:45.17 +37:44:33.9,290.1882083,37.74275,2.62,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1882083333333%2037.74275,2051287070750544128,0.8547008547,-0.4824530881,0.015201594,-2.183881283,0.01703715,0.2136786504,0.01522113,-0.029652,14.455794,1.5632439,12.49,11.844,11.704,16.312,0.001,14.915,0.0002,13.508,0.0004,19.861,0.009559,19.0404,0.029072,18.7447,0.013055,18.6771,0.017744,18.5478,0.019451,APOGEE,4428(101),2.500(45),-47.918(77),0.400(9),,,https://xtgrid.astroserver.org/HKUYO7_332_ZLNV9K_332_ADP_2019-04-26T12_02_07_017_trim_dat.pdf,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?plate=2800&mjd=54326&fiber=181,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19204517+3744339,,,4030,50,2.022,0.016,-48.09,0.60,-1.013,K4III,7006,K5,nan,nan,nan,nan,nan,nan,,,,-48.62,-48.62,,0.98,0.9988136154,0.9983897403,0.9973728158,0.9794482951,0.9478340917,0.9828317398,cluster,1,0.9988136154,RGB*,RGB - SL,solar-like,*iC|RG*|IR |* |RG*|*,,
333,Rotational,2436969,nodata,,V* V605 Lyr,Gaia EDR3 2051287070744003456,V83,IRR,m,rotating,cluster,MS,7.91755,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_333.png,https://drive.google.com/file/d/1gU6Vf95ftGKXRJ9kTSR8_Orcdr7nmDWj/view?usp=sharing,https://drive.google.com/file/d/1kZnisAYY-kSgsDHGF2_lqA_KUFS0WPQd/view?usp=sharing,19:20:46.40 +37:44:14.1,290.1933333,37.73725,2.64,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1933333333333%2037.73725,2051287070744003456,0.1263016969,-0.420410936,0.17446609,-2.196766143,0.2136287,0.1893961969,0.1735589,-0.016799,19.13232,1.2238464,13.645,12.999,12.897,20.497,0.0037,19.451,0.0016,18.337,0.0012,19.861,0.009559,19.0404,0.029072,18.7447,0.013055,18.6771,0.017744,18.5478,0.019451,ESO,5020(90),3.645(27),-45.0(3),0.418(0.196),https://astroserver.org/tracking/B9VX13.php,,https://xtgrid.astroserver.org/B1CXFD_310_B9VX13_333_ADP_2019-04-26T12_02_06_747_trim_dat.php?ref=B9VX13,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,0.9985893707,,0.9840470093,0.9546900306,0.987663968,cluster,,0,,,,,,
334,Rotational,2437350,nodata,,V* V614 Lyr,Gaia EDR3 2051292873245240192,V87,LON,98,rotating,cluster,MS,16.81846,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_334.png,https://drive.google.com/file/d/1TLen6PC4eWpywpvJeUpM4LJ0Rme3ito8/view?usp=sharing,https://drive.google.com/file/d/1ya6BU-FrcnsKDvk9OAL03igAXh_lz3To/view?usp=sharing,19:20:52.76 +37:44:58.6,290.2198333,37.74961111,1.32,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.2198333333333%2037.749611111111115,2051292873245240192,0.05945847598,-0.5057873897,0.079589255,-2.160798329,0.09625644,0.1888285708,0.079842046,-0.024775,17.884829,1.0887337,16.655,16.553,15.395,19.047,0.0014,18.125,0.0004,17.174,0.0004,19.0454,0.010743,18.3659,0.009601,18.0987,0.014034,17.9427,0.006931,17.8759,0.010964,HECTOSPEC,5820(60),4.177(20),-158(12),0.840(0.442),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/G0HAAT_102_XZR329_ID334_148_7_2_0_24_59_160_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.9985950394,0.9982053423,0.9966342397,0.9755214345,0.9241402133,0.9813108992,cluster,1,0.9985950394,BYDra,,,V* |IR |*iC|BY*|*,,
335,Rotational,2437092,2lc,,Cl* NGC 6791 ATT 120,Gaia EDR3 2051292946259301504,,,,rotating,cluster,MS,3.201369,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_335.png,https://drive.google.com/file/d/1vCdyeyl-wgrh9ZXdrDxrKpwcBweCYudZ/view?usp=sharing,https://drive.google.com/file/d/1eFuXSOF6k2C3O5t9Ly_oTYcpfeSisrpT/view?usp=sharing,19:20:48.49 +37:45:24.9,290.2020417,37.75691667,1.43,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.2020416666667%2037.75691666666667,2051292946259301504,0.3123663658,-0.5909555581,0.092702605,-2.39844449,0.11654078,0.1017641471,0.09186333,-0.022632,18.14492,1.0933342,16.24,16.401,15.794,19.302,0.0012,18.374,0.0003,17.419,0.0003,20.2955,0.102764,19.4242,0.010724,19.0104,0.029257,18.6905,0.017208,18.5868,0.030375,HECTOSPEC,4980(80),4.977(23),56.88(10),-0.145(0.089),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/JDNHY7_102_XZR329_ID335_194_7_4_1_55_13_133_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,0.9975825425,,0.9480698503,0.8980357421,0.9603157347,cluster,,0,*inCl,,,*iC|* |*,,
336,Pulsating,2436680,10lc,,2MASSJ19204082+3743246,Gaia EDR3 2051286933311578112,,,,solar-like,field,RGB,0.660808,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_336.png,https://drive.google.com/file/d/1rIQi8j4OSEjOdqDOaGmk98-H7MyxHLxP/view?usp=sharing,https://drive.google.com/file/d/1jUbF12_PZRKGXsaVsGe62rQPV1jRA8tl/view?usp=sharing,19:20:40.81 +37:43:24.7,290.1700417,37.72352778,4.20,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1700416666667%2037.723527777777775,2051286933311578112,1.51329887,-2.496866218,0.021188559,-4.414591614,0.022803651,0.04241342163,0.021289648,-0.028596,15.187311,1.4133387,13.392,12.767,12.619,16.731,0.0013,15.553,0.0004,14.305,0.0003,16.0384,0.001137,15.2061,0.002674,14.8309,0.003225,14.6391,0.002896,14.502,0.002957,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,-47.887,0.072015,4500,,,,,,,nan,2.69E-87,4.22E-67,8.88E-88,6.66E-74,4.18E-65,9.27E-73,field,,2.69E-87,,,,,,
337,Pulsating,2436209,17lc,,KIC 2436209,Gaia EDR3 2051286795872609920,,,,solar-like,cluster,RGB,0.203004,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_337.png,https://drive.google.com/file/d/1VM0o9UA0bc1otqswCs_dcazB34X8aceH/view?usp=sharing,https://drive.google.com/file/d/19fMpuCrxNe_Em7hKpTXJp1XQXaXQrehx/view?usp=sharing,19:20:28.69 +37:43:17.1,290.1195417,37.72141667,6.78,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1195416666667%2037.72141666666667,2051286795872609920,4.92601131,-0.4392183044,0.018220723,-2.20791492,0.021275297,0.1923948384,0.018808523,-0.029234,14.801706,1.5070534,12.924,12.323,12.127,16.558,0.0088,15.213,0.0089,13.882,0.0025,15.7868,0.000607,14.7963,0.002544,14.4133,0.001832,14.2042,0.00167,14.0706,0.003855,APOGEE,4498(103),2.650(45),-47.91(45),0.400(9),,,https://xtgrid.astroserver.org/6HTCIV_332_ZLNV9K_337_ADP_2019-04-26T12_02_06_513_trim_dat.pdf,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19202870+3743169,,,3930,20,2.149,0.016,-46.35,0.60,-1.066,K4III,69012,,nan,nan,nan,nan,nan,nan,,,,-48.25,-48.25,,0.98,0.9992941015,0.9972630807,0.9981043558,0.9894240509,0.9852676227,0.9871044588,cluster,1,0.9992941015,RGB*,RGB - SL,solar-like,RG*|*iC|IR |* |* |RG*,,
338,Rotational,2436942,nodata,new detection,[SLB2011b] 290.19167+37.75022,Gaia EDR3 2051287066449451136,,,,rotating,cluster,MS,9.263199,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_338.png,https://drive.google.com/file/d/1LpD15YmAqYcuFigssBPJBe1t73BHQ1y1/view?usp=sharing,https://drive.google.com/file/d/1rbhYFgQEMPK7re4GKMKjV85lzUztUy_l/view?usp=sharing,19:20:45.99 +37:45:00.7,290.191625,37.75019444,2.18,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.191625%2037.75019444444445,2051287066449451136,0.1079540664,-0.3635192794,0.092837706,-2.580239968,0.11327654,0.3166258379,0.091374435,-0.023208,18.09831,1.0833149,16.714,16.289,15.448,19.243,0.0012,18.324,0.0003,17.373,0.0003,18.6909,0.015841,18.1013,0.005747,17.8633,0.00318,17.7817,0.007711,17.7223,0.013769,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,4382,nan,nan,nan,,,,,,,nan,0.9786997651,0.9927214934,0.9508356035,0.8201239159,0.8014563617,0.8502085383,cluster,,0.9786997651,,,,* |*iC|IR,,
339,Rotational,,nokic,new detection,Gaia EDR3 2051287002024520064,Gaia EDR3 2051287002024520064,,,,rotating,cluster,MS,10.86453,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_339.png,https://drive.google.com/file/d/1aaMm7MdVkm7KXgP1Xqlu8JWUGv-JNEgx/view?usp=sharing,https://drive.google.com/file/d/1TQQH0GjS_dmAuvrl3QWaWf01wFzaxR57/view?usp=sharing,19:20:47.40 +37:43:40.5,290.1975,37.72791667,2.97,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1975%2037.727916666666665,2051287002024520064,0.09204263783,-0.6752149333,0.24787988,-2.41444015,0.30024472,0.30262369,0.2552091,-0.020619,19.639853,1.3602352,null,null,null,21.2,0.0049,20.032,0.0011,18.733,0.0008,20.5574,0.018638,19.671,0.00882,19.2721,0.032969,19.082,0.024034,18.9446,0.061608,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,0.9930994944,,0.8849148243,0.8531676473,0.8896123018,cluster,,0,,,,,,
340,Rotational,,nokic,new detection,Gaia EDR3 2051286997729896832,Gaia EDR3 2051286997729896832,,,,rotating,field,MS,0.856607,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_340.png,https://drive.google.com/file/d/1ZtPYjfZmbjEEif5XePUYZOU1MsJW-2hj/view?usp=sharing,https://drive.google.com/file/d/1H_BfGroKBRBDhQLjGUqhwkiKwjLepFyv/view?usp=sharing,19:20:48.98 +37:43:21.8,290.2040833,37.72272222,3.10,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.20408333333336%2037.72272222222223,2051286997729896832,1.167396484,-0.02480029548,0.24409528,-2.675925755,0.2942554,0.2916439822,0.2540908,-0.021014,19.54218,1.5602703,null,null,null,21.265,0.0232,20.044,0.007,18.56,0.0044,20.6383,0.031659,19.5763,0.008544,19.142,0.005509,18.8786,0.009833,18.6492,0.02726,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,0.02467431279,0.02614306181,0.02503120108,field,,0,,,,,,
